City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,barakani,-12.1356,44.4317,27.34,74,19,3.93,KM,1732088736
343,nanpiao,41.0982,120.7479,8.47,38,0,1.35,CN,1732088736
344,nishinoomote,30.7333,131.0,17.31,72,40,1.54,JP,1732088736
345,sinop,41.7711,34.8709,12.24,66,32,5.22,TR,1732088357
346,quiindy,-25.9667,-57.2667,20.48,98,65,1.58,PY,1732088736
347,mogocha,53.7333,119.7667,-13.02,97,12,1.5,RU,1732088736
348,cabo san lucas,22.8909,-109.9124,19.31,75,2,3.01,MX,1732088737
349,chantonnay,46.687,-1.0502,6.18,85,100,1.45,FR,1732088737
350,upington,-28.4478,21.2561,27.21,26,20,1.03,ZA,1732088737
351,mejit,10.2753,170.8646,28.13,76,69,5.82,MH,1732088737
352,solleftea,63.1667,17.2667,-2.08,95,100,2.34,SE,1732088737
353,kerikeri,-35.2268,173.9474,16.06,68,2,0.45,NZ,1732088737
354,mombaca,-5.7431,-39.6275,23.29,82,86,2.67,BR,1732088737
355,madalena,41.2162,-8.3345,13.32,97,100,1.06,PT,1732088737
356,ngorongoro,-3.2397,35.4875,19.51,58,92,2.58,TZ,1732088737
357,gokwe,-18.2048,28.9349,28.25,30,0,3.78,ZW,1732088738
358,tangalle,6.024,80.7911,31.09,66,77,3.04,LK,1732088738
359,palmer,42.1584,-72.3287,5.74,84,19,0.51,US,1732088738
360,benguela,-12.5763,13.4055,26.9,77,100,0.47,AO,1732088486
361,happy valley-goose bay,53.3168,-60.3315,4.17,87,100,12.86,CA,1732088738
